ID,Loc,RAJ2000,DEJ2000,SNR,HRV,e_HRV,Teff,e_Teff,logg,e_logg,Vsini,[M/H],e_[M/H]
2M11053830+0958068,5178,166.409617,9.968573,69.72,19.6334,0.049126,3742.485,82.804,4.8132,0.1178,3.28073,-0.251769,0.018119
2M11053880+4819227,2350,166.41167,48.322998,104.91,28.6422,0.024348,3649.387,75.842,4.8788,0.1303,6.91672,-0.506789,0.020098
2M11054316+1014093,4444,166.429854,10.235927,653.44,-57.174702,0.004205,3611.443,60.885,4.8546,0.1259,5.2903,-0.318619,0.013059
2M11054597+1132446,5178,166.441577,11.545737,96.394,33.580399,0.028953,3609.662,73.781,4.6912,0.1206,6.17433,-0.246559,0.017168
2M11054630+1225159,5178,166.442922,12.421092,78.636,19.611401,0.047165,3544.74,77.591,4.9122,0.1268,6.54486,-0.395759,0.021866
2M11054955+1147155,5178,166.456463,11.787648,99.734,14.986,0.025954,3256.152,69.832,5.2004,0.1506,8.2054,-0.803049,0.032979
2M11055308+4419275,2122,166.471192,44.324322,89.433,8.1828,0.038073,3402.97,74.447,4.7088,0.1384,10.75474,-0.609319,0.027287
2M11055446+1010235,5178,166.476928,10.173199,67.316,-27.285601,0.049024,3887.232,88.499,4.6518,0.122,3.11961,-0.430659,0.019496
2M11055760+1117098,5178,166.490006,11.286056,85.633,16.1828,0.075594,3322.621,71.11,5.0372,0.1327,11.83314,-0.437419,0.025126
2M11060436+4846061,2327,166.518191,48.768383,97.827,-25.6607,0.032462,3557.21,78.578,4.7925,0.1193,2.83309,-0.214939,0.019769
2M11060436+4846061,4503,166.518191,48.768383,215.58,-25.6856,0.015558,3563.819,59.185,4.9289,0.1215,6.13607,-0.182379,0.012103
2M11060436+4846061,2483,166.518191,48.768383,100.61,-25.593399,0.028062,3565.117,72.974,4.9437,0.1187,5.24035,-0.177669,0.016981
2M11060544+1212052,5178,166.522698,12.201463,65.549,37.428902,0.038093,3256.955,72.904,5.1275,0.1284,8.26038,-0.321249,0.026447
2M11060558+2131243,2165,166.523291,21.523432,142.77,29.0364,0.022008,3788.721,73.37,4.7877,0.1329,3.30697,-0.603509,0.017476
2M11060632+1222370,5178,166.526357,12.376954,62.324,-36.552299,0.048244,3516.059,77.708,4.7589,0.1166,6.52469,-0.127189,0.019278
2M11060941+2049211,2165,166.539218,20.822536,269.33,13.1646,0.012164,3837.136,62.245,4.7013,0.1068,2.5247,0.111951,0.0083441
2M11061072+4915128,4503,166.544702,49.253574,118.38,-3.2181,0.033468,3841.042,76.714,4.9913,0.1264,3.89431,-0.477679,0.016579
2M11061358+4726065,4503,166.556592,47.435158,194.43,0.156152,0.016637,3613.31,59.141,4.8872,0.1108,3.85141,0.086844,0.0097637
2M11061358+4726065,2483,166.556592,47.435158,108.16,-0.002849,0.024885,3621.196,71.129,4.9146,0.1077,3.33388,0.112901,0.012897
2M11061377+1209351,4444,166.557375,12.159768,61.387,20.4506,0.06216,3991.954,90.067,4.737,0.1129,3.86305,-0.227659,0.016173
2M11061564+1154055,5178,166.565177,11.901548,105.18,-5.28782,0.027992,3505.638,70.293,4.7774,0.1192,6.62018,-0.159429,0.016871
2M11062047+3900310,5711,166.585295,39.008617,48.463,-30.489401,0.078748,3852.202,93.791,4.829,0.1277,8.95427,-0.579659,0.024207
2M11062535+1131380,5178,166.605639,11.527238,97.091,23.780001,0.042891,3983.181,84.243,4.9084,0.1237,4.42283,-0.487929,0.017025
2M11062872+4727451,2483,166.6197,47.46254,93.712,13.7853,0.030471,3524.401,72.273,4.9716,0.1137,6.48575,-0.027574,0.015983
2M11063356+1150050,5178,166.639849,11.834749,81.757,27.992001,0.037374,3644.93,80.12,4.8572,0.1307,7.01439,-0.533529,0.022446
2M11063764+4838397,4503,166.656862,48.644363,128.4,-31.5944,0.027348,3606.347,69.245,4.8715,0.1257,6.37911,-0.353809,0.016552
2M11064771+1131409,5178,166.698828,11.528038,82.869,38.723801,0.03671,3634.175,75.031,4.7873,0.1123,4.30665,-0.038668,0.015193
2M11064870+4402568,2115,166.702958,44.049126,115.32,3.41132,0.031158,3682.473,79.397,4.8651,0.1131,3.35143,-0.09242,0.016362
2M11064870+4402568,2121,166.702958,44.049126,166.15,3.77045,0.023037,3687.097,63.075,4.955,0.1143,4.04604,-0.053212,0.010914
2M11070281+3838063,5711,166.761745,38.635101,156.23,42.204899,0.017867,3576.957,65.698,4.6509,0.1275,6.11378,-0.370399,0.015833
2M11070336+4000033,5711,166.764024,40.000938,51.832,-31.5609,0.063345,3934.244,96.28,4.8204,0.1208,3.43036,-0.442619,0.021571
2M11071289+4851064,2327,166.803747,48.851791,533.98,-0.913447,0.005657,3834.137,64.284,4.8225,0.118,2.5875,-0.206199,0.010644
2M11071289+4851064,2483,166.803747,48.851791,391.14,-1.09905,0.007592,3823.734,63.821,4.8396,0.1167,5.64612,-0.166359,0.010378
2M11071855+1158520,5178,166.827313,11.981118,68.946,10.0978,0.058259,3608.545,79.903,4.7234,0.1242,5.69508,-0.363109,0.020991
2M11071964+5108554,2353,166.831853,51.148746,96.529,-9.20579,0.02736,3990.706,84.516,4.6385,0.11,10.62674,-0.125929,0.013744
2M11071971+4821097,4503,166.832137,48.352711,67.675,-19.5644,0.03683,3937.344,80.89,4.8235,0.1111,3.69947,-0.126829,0.01343
2M11072100+4835236,4503,166.837529,48.589916,157.27,-1.15521,0.022962,3937.876,69.661,4.8532,0.113,4.10478,-0.129919,0.010529
2M11073161+4731531,4503,166.881733,47.531422,142.84,-2.24896,0.01978,3529.514,66.691,4.8986,0.1427,7.11689,-0.708589,0.02092
2M11073207+4345563,2115,166.883648,43.765659,252.27,10.0298,0.014627,3531.521,60.052,5.1189,0.1311,6.71815,-0.414009,0.014745
2M11073207+4345563,2121,166.883648,43.765659,279.42,10.1335,0.010681,3530.433,60.233,5.1993,0.1278,6.97397,-0.334759,0.014151
2M11073268+1110262,5178,166.886179,11.173948,100.61,51.6726,0.026873,3746.291,75.221,4.7092,0.1151,3.96844,-0.151309,0.014532
2M11073268+2115295,2165,166.886182,21.258202,99.873,2.42538,0.040322,3779.44,81.716,4.778,0.1053,2.42081,0.086126,0.013991
2M11074165+4019256,5711,166.923549,40.32378,389.14,-55.276199,0.007626,3705.113,61.313,4.902,0.1169,4.37653,-0.119079,0.010636
2M11075180+2237131,2165,166.965855,22.620321,78.714,-9.46121,0.050751,3604.658,75.382,4.9158,0.1122,2.99047,-0.026579,0.015684
2M11074642+4721314,4503,166.943417,47.358742,107.78,14.9499,0.037321,3898.436,78.339,4.8469,0.1119,6.97333,-0.126639,0.013208
2M11074804+5003050,2327,166.950206,50.051399,172.22,-1.683,0.018903,3526.828,63.756,4.9784,0.1208,5.63625,-0.177909,0.0142
2M11075041+2206254,2165,166.96006,22.107061,49.99,39.3004,0.054147,3831.946,94.885,4.8572,0.1333,2.0603,-0.709339,0.027164
2M11080717+5112273,2353,167.029907,51.2076,265.79,-0.004853,0.009082,3602.07,58.045,5.0138,0.1102,6.27292,0.113501,0.0094323
2M11080717+5112273,2327,167.029907,51.2076,296.26,0.257229,0.011085,3605.401,58.319,4.9354,0.1114,6.34483,0.077697,0.0096756
2M11081862+4807315,4503,167.077615,48.125435,82.605,-20.5152,0.020919,3487.137,66.997,5.0019,0.1238,6.77517,-0.255319,0.016861
2M11081963+1140276,5178,167.081802,11.674335,60.264,16.312599,0.044696,3448.048,77.479,4.6268,0.125,6.29985,-0.321089,0.023262
2M11081979+4751217,2483,167.08248,47.856033,106.85,-27.1322,0.065622,3616.751,75.127,5.9536,0.1293,18.05926,-0.470859,0.020056
2M11082356+4349056,2115,167.098182,43.818226,113.51,-17.231199,0.028905,3577.869,77.77,4.7644,0.1187,5.34651,-0.202279,0.018862
2M11082356+4349056,2121,167.098182,43.818226,141.97,-17.224199,0.022363,3585.314,73.953,4.7541,0.1203,4.74144,-0.231409,0.017532
2M11082588+1133406,5178,167.107857,11.561299,65.652,17.481899,0.039986,3192.053,72.585,4.7473,0.141,9.04565,-0.590199,0.033501
2M11083454+5211331,2353,167.143934,52.192535,170.45,-17.124001,0.016133,3580.779,61.91,4.9021,0.1212,5.97214,-0.195489,0.012891
2M11083631+5311488,2353,167.151293,53.196911,80.24,-35.868198,0.02632,3892.236,89.641,4.7231,0.1116,3.47368,-0.159399,0.016888
2M11084100+4448520,2115,167.170851,44.814468,100.34,-9.72406,0.031404,3984.601,81.393,4.6886,0.1105,4.64633,-0.125819,0.012991
2M11084100+4448520,2121,167.170851,44.814468,140.75,-9.76484,0.022197,3995.139,74.694,4.722,0.1103,5.03002,-0.096309,0.010989
2M11090032+1045161,5178,167.251366,10.754474,93.935,8.71484,0.031714,3520.043,76.569,4.7206,0.1252,6.87654,-0.344349,0.021327
2M11084464+4922133,2327,167.186019,49.370377,117.65,-30.931299,0.02803,3810.523,78.728,4.9298,0.1374,3.9241,-0.736869,0.020771
2M11084900+1040355,5178,167.204184,10.676546,74.473,19.818701,0.035953,3490.845,78.738,4.5905,0.1246,5.82425,-0.330359,0.022876
2M11084951+4252246,2121,167.206299,42.873501,55.117,-61.449799,0.149598,3783.655,86.603,4.8517,0.1063,2.42795,0.03665,0.015779
2M11085052+1055242,5178,167.210514,10.923398,88.151,-30.4102,0.040365,3810.813,86.798,4.6936,0.1249,4.36295,-0.472309,0.020834
2M11085508+1053485,5178,167.229516,10.896814,86.235,33.377998,0.036318,3863.672,86.706,4.6954,0.1134,4.06022,-0.188309,0.016712
2M11085564+4411223,2122,167.231872,44.189533,347.29,5.36468,0.011369,3999.981,68.81,4.8755,0.1221,3.07242,-0.387349,0.01135
2M11090675+4208435,2111,167.278133,42.145435,154.08,-43.062,0.021135,3793.141,66.406,4.8539,0.1125,3.46633,-0.054241,0.010679
2M11091121+4635380,2483,167.296717,46.593895,130.01,-7.55023,0.022484,3562.479,67.682,4.9425,0.1183,5.61811,-0.144019,0.014757
2M11091121+4635380,2122,167.296717,46.593895,225.29,-8.2306,0.014603,3559.954,59.065,4.9456,0.1212,4.97313,-0.173859,0.012052
2M11091136+5040509,2353,167.297359,50.68082,100.61,-29.333,0.037497,3968.952,82.129,4.7739,0.1149,3.61011,-0.246319,0.014352
2M11091136+5040509,2327,167.297359,50.68082,200.47,-29.3332,0.020847,3985.416,67.427,4.8245,0.1166,3.55108,-0.233789,0.010163
2M11091225-0436249,4239,167.30107,-4.606939,1054.5,10.9769,0.003384,3921.972,65.89,4.8418,0.1161,3.9977,-0.192979,0.010122
2M11091245+3905009,5711,167.301898,39.083603,64.284,9.37055,0.049017,3602.118,79.164,4.805,0.1117,7.59207,-0.027972,0.017053
2M11092259+4221513,2121,167.344135,42.364258,98.172,41.990299,0.023229,3819.151,75.909,4.6845,0.1068,1.83904,0.055465,0.012148
2M11092527+4759022,4503,167.35533,47.983948,44.109,-25.621799,0.050086,3859.859,88.345,5.0248,0.1117,4.3432,-0.145889,0.016867
2M11092624+1119330,5178,167.359373,11.325834,62.224,-17.7423,0.04913,3768.506,83.88,4.6976,0.1136,5.1996,-0.151679,0.016992
2M11092941+4933337,4503,167.372579,49.559368,109.82,-8.45604,0.035611,3567.495,68.863,5.3464,0.1125,5.93622,0.005321,0.013812
2M11093110+2240215,2166,167.379588,22.672661,233.44,-9.40403,0.012874,3781.75,63.157,4.8376,0.1181,4.73053,-0.185439,0.010751
2M11094964+4942145,2327,167.456851,49.704033,115.55,-10.2185,0.021624,3634.208,78.415,4.7474,0.1219,4.80408,-0.306099,0.019145
2M11095685+4045348,5711,167.486912,40.759689,182.05,-0.135201,0.019562,3875.459,65.348,4.7896,0.1114,3.70331,-0.045318,0.00956
2M11100272+5307514,2353,167.511366,53.130955,100.97,-20.960899,0.030284,3847.561,77.527,4.7714,0.1084,3.84751,-0.007932,0.012703
2M11101205+4415170,2122,167.550211,44.254738,119.66,-23.0096,0.026596,3535.867,69.51,4.7975,0.1264,6.56946,-0.347259,0.017917
2M11101205+4415170,2121,167.550211,44.254738,115.08,-22.736,0.036726,3552.37,70.463,4.8725,0.1256,6.60131,-0.337969,0.017891
2M11101419+2203033,2166,167.559164,22.050919,54.371,-0.10935,0.050327,3839.512,86.327,4.7548,0.0984,4.83983,0.259901,0.013033
2M11102162+4500556,2122,167.590117,45.015446,95.546,33.522499,0.045202,3903.419,80.29,4.6624,0.1054,4.3433,0.04919,0.012341
2M11102374+4422287,2121,167.598917,44.374641,104.31,-5.85027,0.026831,3997.364,79.524,4.7291,0.106,4.93026,0.006035,0.011444
2M11102689+4812141,4503,167.612069,48.203918,70.017,-78.157204,0.0244,3927.927,80.734,4.719,0.1076,5.23588,-0.023507,0.012707
2M11102936+5157222,2353,167.622361,51.956184,164.02,3.46856,0.020673,3753.215,64.749,4.7946,0.1095,2.91629,0.049286,0.010026
2M11103286+4558566,2122,167.636952,45.98241,140.98,11.1477,0.030287,3717.561,66.054,4.7754,0.1131,4.75324,-0.045361,0.011357
2M11104087+4751382,4503,167.670313,47.860619,46.674,-22.566401,0.049711,3818.375,86.366,4.9177,0.121,4.89204,-0.375499,0.019372
2M11105022-0559552,4239,167.709257,-5.99868,52.452,0.486314,0.102404,3475.432,74.79,5.1139,0.1086,27.02091,0.119071,0.016357
2M11105136+4816453,4503,167.714006,48.279266,95.922,-4.84218,0.074889,3843.247,73.136,4.8341,0.1156,33.03696,-0.187729,0.012892
2M11105149+4757021,4503,167.714557,47.950584,208.97,2.21447,0.008858,3421.446,58.425,4.842,0.1352,6.7641,-0.463729,0.016458
2M11105149+4757021,2483,167.714557,47.950584,279.77,2.05986,0.011139,3411.275,58.253,4.7351,0.1354,7.20145,-0.464409,0.016581
2M11105625+4020428,5711,167.734387,40.345234,599.09,6.06153,0.006425,3563.655,57.483,5.0282,0.1113,14.19057,0.09747,0.0097679
2M11105859+5131046,2353,167.744147,51.517967,145.27,5.05835,0.02564,3941.767,80.358,4.7316,0.1081,8.07979,-0.040816,0.012579
2M11110325+4749010,2483,167.763583,47.816948,192.91,-7.4131,0.015278,3954.539,63.764,4.7308,0.1018,1.71388,0.214811,0.0073259
2M11111139+4019334,5711,167.797498,40.325947,306.5,6.10602,0.009754,3518.957,57.998,4.9878,0.1197,6.29912,-0.115429,0.011819
2M11111718+4954269,2327,167.821595,49.907497,134.24,-8.00422,0.022212,3508.798,65.357,4.8578,0.1196,6.02213,-0.149149,0.014831
2M11111984+5039545,2353,167.832692,50.665161,78.689,10.2848,0.038486,3826.197,79.678,4.6854,0.104,4.16601,0.117541,0.012591
2M11111984+5039545,2327,167.832692,50.665161,158.57,10.1465,0.016599,3847.219,66.419,4.7284,0.1061,3.17702,0.110021,0.009201
2M11112458+2205508,2166,167.852445,22.097452,42.352,2.95315,0.084012,3753.963,88.64,4.7986,0.1089,2.88755,-0.033718,0.017598
2M11112812+4109224,5711,167.867189,41.156227,194.53,16.767799,0.014719,3497.211,64.377,4.8738,0.1155,5.99225,-0.030163,0.013652
2M11114417-0029249,4539,167.934056,-0.490275,70.082,41.856899,0.026888,3945.156,86.715,4.8194,0.1112,3.44215,-0.155179,0.015193
2M11123132+0627518,4510,168.130506,6.464415,230.23,42.573101,0.009585,3553.504,60.31,4.7128,0.1299,6.27466,-0.392569,0.014309
2M11120425+2319488,2166,168.01773,23.330235,96.813,26.629999,0.042011,3993.435,83.805,4.8582,0.117,5.21423,-0.316109,0.01512
2M11121659+3827231,5711,168.069149,38.456417,88.871,26.1611,0.034823,3662.327,78.565,4.6108,0.1287,5.72849,-0.484329,0.020726
2M11122523+5011308,2327,168.105134,50.191914,151.2,-24.0597,0.020903,3826.664,71.119,4.838,0.128,2.79911,-0.487529,0.014938
2M11122548+4445323,2122,168.106208,44.758987,61.919,-22.211,0.20015,3514.356,80.463,4.7005,0.1228,6.32791,-0.300209,0.022673
2M11122548+4445323,2121,168.106208,44.758987,60.943,-22.334299,0.060407,3521.924,77.019,4.7681,0.1234,6.71305,-0.301809,0.020948
2M11122557+5016382,2327,168.106572,50.27729,149.83,25.776199,0.019984,3983.89,72.671,4.7255,0.1139,5.0076,-0.184059,0.011174
2M11122820+5159354,2353,168.117512,51.993168,88.768,-53.790199,0.041486,3360.461,77.912,4.2805,0.0559,7.39026,-1.207949,0.044293
2M11123253+0029535,4539,168.135561,0.498216,98.038,9.53332,0.03351,3607.23,73.421,4.7071,0.1194,5.15656,-0.213059,0.016738
2M11124459+3921130,5711,168.185818,39.353615,167.55,1.07248,0.019874,3604.28,64.091,4.7126,0.1231,5.44616,-0.260999,0.01383
2M11123453-0054229,4539,168.143914,-0.906383,59.962,24.4494,0.041582,3550.754,81.902,4.9989,0.1223,7.8886,-0.304859,0.02248
2M11124205+0626476,4510,168.175219,6.44656,77.549,2.47115,0.033068,3959.124,85.86,4.7894,0.1037,2.61294,0.060773,0.013
2M11124429+5215574,2353,168.184558,52.265949,130.52,-87.241898,0.021648,3763.479,73.286,4.7951,0.1244,3.67274,-0.389629,0.015761
2M11124522+5103034,2353,168.188454,51.050949,56.459,-47.4897,0.036374,3456.55,80.603,4.5084,0.1376,7.30415,-0.634589,0.029648
2M11124522+5103034,2327,168.188454,51.050949,67.988,-47.775002,0.044441,3444.227,77.422,4.7584,0.1305,7.27663,-0.451589,0.025232
2M11124986+0030216,4539,168.207781,0.506018,116.82,0.378746,0.035106,3990.873,79.348,4.7137,0.1177,5.28774,-0.316989,0.013865
2M11125268+4613522,2183,168.219533,46.231167,96.167,7.11078,0.032185,3789.437,78.509,4.8325,0.1164,3.75941,-0.213209,0.015488
2M11125268+4613522,2122,168.219533,46.231167,161.23,6.94004,0.022177,3795.884,65.974,4.8777,0.1179,3.64964,-0.200269,0.011488
2M11130300+0612273,4510,168.262525,6.207585,205.18,-25.734501,0.071706,3727.271,63.17,4.7902,0.1249,46.90294,-0.342679,0.012467
2M11130307+2210031,2166,168.262803,22.167553,151.71,-21.8556,0.022125,3984.266,75.158,4.7055,0.1052,2.41546,0.050436,0.010284
2M11131927+3935337,5711,168.330308,39.592697,184.45,-15.6555,0.020375,3718.059,64.286,4.9197,0.1203,6.21212,-0.227759,0.012098
2M11132031+0010153,4539,168.33466,0.170929,251.75,26.554199,0.015031,3994.322,65.436,4.6817,0.1057,6.0696,0.079542,0.0079865
2M11132115+0813295,4510,168.338139,8.224875,85.966,10.8299,0.040372,3874.831,86.419,4.8742,0.119,2.86003,-0.341729,0.018003
2M11133414+0758216,4510,168.392287,7.972691,64.594,-3.50457,0.058713,3786.973,82.773,4.86,0.1101,5.72427,-0.057323,0.015439
2M11133857+4843305,2327,168.41074,48.725159,183.43,11.1061,0.018058,3700.357,62.074,4.8703,0.1171,3.95239,-0.127139,0.010959
2M11133857+4843305,2483,168.41074,48.725159,163.55,10.9695,0.019054,3692.281,65.417,4.854,0.1161,4.65532,-0.115989,0.011961
2M11135688+4521426,2183,168.487028,45.361851,39.566,26.2421,0.092364,3564.867,82.898,4.9466,0.1149,6.40265,-0.118019,0.020199
2M11135808-0057384,4539,168.492009,-0.960674,63.072,37.9786,0.03037,3851.789,87.687,4.7535,0.1125,2.60621,-0.165319,0.016984
2M11135908-0124069,4539,168.49619,-1.401943,44.559,10.7108,0.069945,3718.844,82.315,4.9231,0.1032,3.6363,0.167921,0.014331
2M11141025+4025427,5711,168.542747,40.428555,493.25,-45.976299,0.005785,3664.999,58.698,4.7911,0.1069,4.36858,0.185351,0.0086156
2M11142574+0719457,4510,168.607257,7.329367,81.46,14.0081,0.0246,3875.143,78.878,4.8784,0.1134,3.64981,-0.161889,0.013939
2M11143197-0057582,4539,168.633241,-0.966194,110.68,-0.145689,0.030807,3498.03,70.47,4.9538,0.12,6.84826,-0.180309,0.0173
2M11143334+0000538,4539,168.638943,0.014949,132.69,-6.12907,0.026909,3748.991,70.667,4.849,0.1202,4.61307,-0.265939,0.014003
2M11143608+2200142,2166,168.650334,22.00395,86.923,22.452499,0.039453,3890.979,89.669,4.7201,0.1214,4.00959,-0.420039,0.019726
2M11144514+0035134,4539,168.688107,0.587071,143.78,48.121498,0.031237,3581.608,71.519,4.9516,0.1458,7.15006,-0.816069,0.023609
2M11144921+0813188,4510,168.705049,8.221904,126.44,43.2024,0.029693,3544.845,69.552,4.7976,0.1237,6.99552,-0.283579,0.017096
2M11145197+5108275,2353,168.716562,51.140984,137.52,-77.227997,0.017527,3833.996,73.895,4.7656,0.1111,2.80214,-0.06489,0.012303
2M11145343+0705212,4510,168.722654,7.089241,31.854,3.63792,0.090629,3951.68,95.242,4.9421,0.1125,6.38793,-0.223569,0.018333
2M11145959+3950464,5711,168.748308,39.846245,113.25,5.40951,0.030328,3591.714,70.315,4.7887,0.1176,4.30755,-0.147179,0.015247
2M11150582+3937127,5711,168.774254,39.620216,53.969,7.57756,0.093717,3349.683,79.347,5.3109,0.1274,28.08666,-0.354649,0.027692
2M11151083+2120336,2166,168.795148,21.342693,138.36,5.12287,0.026627,3699.504,68.535,4.84,0.1159,3.7582,-0.128239,0.012907
2M11152125+0010022,4539,168.83858,0.167282,71.617,5.14012,0.08096,3335.058,70.278,5.2592,0.1157,16.06941,-0.012529,0.018812
2M11194634+0645466,4510,169.943097,6.76297,57.691,-8.81749,0.03453,3599.027,74.22,4.9251,0.1088,4.68371,0.074749,0.014482
2M11152410-0101223,4539,168.850452,-1.022881,95.929,56.375702,0.031209,3695.058,77.219,4.8452,0.1222,5.84386,-0.328339,0.01775
2M11152545+3850389,5711,168.856049,38.844143,56.525,-41.711601,0.056769,3943.373,91.369,4.92,0.1175,4.03859,-0.342709,0.018512
2M11152550+0003159,4539,168.856259,0.054422,295.44,18.849899,0.010526,3563.888,62.821,5.2519,0.1452,7.77607,-0.754769,0.018769
2M11153517-0127581,4539,168.896556,-1.466148,149.16,9.39852,0.021035,3873.559,73.367,4.8172,0.1111,3.15842,-0.075711,0.011785
2M11153744-0024451,4539,168.906005,-0.412544,77.653,6.01558,0.024349,3989.673,83.68,4.8711,0.1103,3.82922,-0.132199,0.013584
2M11153990+4808333,2325,168.916269,48.142605,139.87,-26.7225,0.042744,3701.895,68.379,4.686,0.1129,32.07008,-0.046141,0.012218
2M11154301+0046496,4539,168.929244,0.780466,131.48,47.3834,0.022891,3896.772,76.65,4.7264,0.1154,4.68026,-0.214039,0.01344
2M11154923+0042396,4539,168.955125,0.711017,222.8,-13.9396,0.01855,3571.996,59.586,4.6845,0.1229,14.2102,-0.223949,0.012433
2M11155063+3953585,5711,168.960995,39.899609,57.316,0.544378,0.059708,3984.474,87.778,4.6074,0.1037,4.31648,0.045577,0.013295
2M11155128+0831530,4510,168.963698,8.531395,116.47,38.0737,0.081251,3597.927,77.062,4.7163,0.1161,35.41605,-0.138139,0.017502
2M11155232+4015411,5711,168.96804,40.26144,190.75,-8.87785,0.015843,3620.837,60.831,4.7025,0.1244,4.64975,-0.283399,0.012642
2M11155598+5054302,2349,168.983289,50.908398,143.53,-9.70387,0.025187,3452.852,70.925,4.9827,0.1221,14.12537,-0.220589,0.01885
2M11155598+5054302,2353,168.983289,50.908398,148.01,-9.55913,0.024876,3450.787,63.246,4.9845,0.1232,13.03767,-0.209709,0.01556
2M11155686-0126190,4539,168.986923,-1.438617,144.03,19.416401,0.015282,3990.392,65.494,4.7361,0.1053,2.51033,0.091946,0.0079678
2M11155982+5011095,2326,168.999263,50.185993,163.81,12.7046,0.019409,3779.109,67.149,4.8377,0.1185,5.16131,-0.214899,0.012126
2M11155982+5011095,2327,168.999263,50.185993,179.86,12.6739,0.020378,3781.499,64.562,4.8706,0.1183,4.97462,-0.198299,0.011233
2M11160114-0123050,4539,169.004784,-1.384739,76.546,-52.9725,0.034391,3932.815,84.217,4.8811,0.1271,4.32843,-0.556569,0.018552
2M11160202-0010562,4539,169.008426,-0.182289,115.42,-1.69046,0.033229,3534.605,67.64,4.9882,0.1156,6.84038,-0.062761,0.01448
2M11160377-0114525,4539,169.015721,-1.247925,76.296,-1.36968,0.028069,3427.822,67.582,5.4139,0.1177,9.51262,-0.084204,0.016519
