ID,Loc,RAJ2000,DEJ2000,SNR,HRV,e_HRV,Teff,e_Teff,logg,e_logg,Vsini,[M/H],e_[M/H]
2M10583409+5003364,5330,164.642078,50.060116,107.86,98.411797,0.025546,3929.073,80.635,4.709,0.1159,3.96178,-0.253829,0.014507
2M10583731+4558228,2345,164.655471,45.973019,182.41,-35.156601,0.030655,3631.459,62.305,4.8264,0.1262,13.16134,-0.337719,0.013426
2M10583731+4558228,2122,164.655471,45.973019,195.73,-35.310799,0.026423,3611.377,60.933,4.7574,0.1263,12.30552,-0.326449,0.013137
2M10583822+4909016,5330,164.65927,49.150452,143.44,-22.055201,0.027108,3804.554,70.801,4.6073,0.1201,8.35122,-0.281459,0.013415
2M10584148+4913502,5330,164.672843,49.230621,136.69,24.776501,0.02905,3806.32,73.055,4.7774,0.1262,7.11803,-0.446749,0.015544
2M10584161+1141333,5178,164.673378,11.692609,100.87,14.2696,0.051413,3698.654,78.737,4.7955,0.1312,8.82592,-0.557469,0.020917
2M10584268+1025094,5178,164.67784,10.419288,81.448,-8.42482,0.029099,3595.848,79.697,4.795,0.1191,5.15561,-0.227519,0.019547
2M10584716+4755342,4503,164.69654,47.926193,105.87,-52.517399,0.029558,3994.079,83.866,4.9972,0.1252,3.73809,-0.527659,0.017132
2M10584716+4755342,5330,164.69654,47.926193,188.04,-52.7323,0.022298,3992.344,72.765,4.8889,0.1332,5.37069,-0.671879,0.014802
2M10584991+4921161,5330,164.707961,49.354473,161.94,3.49597,0.018543,3759.781,65.278,4.7931,0.1122,4.22815,-0.031799,0.01059
2M10585681+4953339,5330,164.736732,49.892773,54.837,-19.119801,0.073335,3650.934,80.492,4.7763,0.1066,4.47456,0.095638,0.015463
2M10590050+1124368,4444,164.752095,11.410239,68.695,1.367,0.048631,3844.056,82.409,4.6795,0.1066,6.04575,0.024939,0.013815
2M10590372+1014317,5178,164.765524,10.242151,57.812,-3.02425,0.052115,3822.341,89.796,4.7041,0.1181,3.54324,-0.311569,0.019805
2M10590420+4110204,2168,164.767512,41.172348,89.682,7.49045,0.033581,3535.865,74.851,4.8612,0.1259,6.52634,-0.358899,0.020367
2M10590943+4902290,4503,164.789292,49.041405,129.45,-45.791801,0.089221,3690.219,68.944,4.6517,0.1145,39.5822,-0.088823,0.012854
2M10591318+4129169,2168,164.804955,41.488052,129.72,-16.182501,0.026672,3975.216,78.412,4.8531,0.1207,3.3104,-0.385829,0.01436
2M10591493+5004311,5330,164.812249,50.075329,126.65,12.825,0.027325,3887.733,79.115,5.0014,0.1303,3.76166,-0.599089,0.017914
2M10591718+4710320,2350,164.821592,47.175556,56.954,-92.231102,0.071567,3527.992,77.114,4.9806,0.1115,1.64793,0.010065,0.01731
2M10591718+4710320,2345,164.821592,47.175556,66.022,-92.175003,0.056466,3476.353,73.717,4.9978,0.1089,4.9854,0.113901,0.016008
2M10591912+1124015,5178,164.829671,11.400431,102.41,-10.0261,0.03444,3498.561,70.533,4.9669,0.121,7.87118,-0.204429,0.017566
2M10592741+4731371,4503,164.86422,47.526978,130.98,-30.1297,0.026239,3567.955,69.515,5.1312,0.1219,8.77465,-0.246379,0.016289
2M10592741+4731371,5330,164.86422,47.526978,79.564,-30.9865,0.042728,3523.59,76.446,4.9235,0.1197,7.5043,-0.205109,0.019497
2M10592982+2300277,2165,164.874269,23.007698,39.319,-3.59339,0.286696,3734.018,89.018,4.8443,0.1128,4.70587,-0.137919,0.019231
2M10593716+4727361,4503,164.904858,47.460041,125.05,28.0919,0.022056,3982.631,75.885,4.9101,0.1284,3.82578,-0.568639,0.015053
2M10594069+5044217,2351,164.919552,50.739384,173.71,-16.272699,0.018409,3946.405,69.841,4.8307,0.1226,3.4784,-0.387919,0.012211
2M10594232+2214581,2165,164.926348,22.249479,196.84,15.2325,0.018208,3754.55,63.618,4.7804,0.1241,3.89413,-0.332829,0.012198
2M10594705+5124109,2351,164.946048,51.403046,267.08,-21.552999,0.012064,3604.963,60.123,4.9046,0.1221,5.3168,-0.216159,0.012119
2M10594859+4923089,5330,164.952464,49.385807,229.71,-3.04907,0.015873,3558.198,61.267,4.8318,0.1355,6.33461,-0.530449,0.015859
2M10594859+4923089,2327,164.952464,49.385807,76.113,-1.9925,0.034739,3541.146,79.789,4.8059,0.1292,6.76472,-0.463729,0.023932
2M10594859+4923089,2351,164.952464,49.385807,94.834,-2.20059,0.041421,3531.239,74.969,4.7743,0.132,6.63453,-0.505659,0.022403
2M10594859+4923089,4503,164.952464,49.385807,182.71,-2.42744,0.018085,3528.661,70.978,4.7892,0.1313,6.90097,-0.471099,0.020123
2M10594859+4923089,2350,164.952464,49.385807,75.19,-2.7742,0.042653,3550.196,78.088,5.0296,0.1249,6.15092,-0.352599,0.021405
2M10595142+1039351,5178,164.964254,10.659767,67.174,1.54479,0.04221,3561.291,85.627,4.6858,0.1374,6.18928,-0.682329,0.029933
2M10595488+2237559,2165,164.978687,22.6322,134.64,-6.17169,0.030446,3713.696,67.78,4.8261,0.1089,12.78498,0.06377,0.011148
2M10595537+2038037,2165,164.980726,20.634384,46.67,41.6455,0.14381,3423.578,86.692,4.7738,0.1439,8.16357,-0.784939,0.037973
2M10595546-0002417,4236,164.981107,-0.044943,80.37,30.504299,0.120707,3785.793,80.81,4.698,0.1162,17.13563,-0.216869,0.016332
2M10595777+4542497,2345,164.990722,45.713814,170.01,22.3447,0.017393,3905.416,75.884,4.7912,0.1063,3.09642,0.042246,0.011277
2M10595777+4542497,2122,164.990722,45.713814,158.97,22.851101,0.023864,3879.125,65.442,4.7539,0.1083,1.98335,0.039685,0.0090826
2M10595777+4542497,2115,164.990722,45.713814,67.746,22.833401,0.067582,3870.297,83.6,4.7145,0.1061,5.72783,0.026323,0.013784
2M11000752+2114505,2165,165.031359,21.247383,113.43,12.3827,0.019632,3362.89,72.903,5.1163,0.125,7.91043,-0.272949,0.022594
2M11000900+4910162,5330,165.037518,49.171192,103.23,5.75895,0.029417,3545.291,70.921,4.8665,0.1173,5.36562,-0.125599,0.016056
2M11000955+4944353,5330,165.039795,49.743156,136.36,-24.987301,0.029725,3665.622,72.179,4.7399,0.1262,5.76913,-0.397659,0.017076
2M11001439+1041332,5178,165.059993,10.69258,97.452,4.54869,0.020699,3480.342,75.59,4.6449,0.119,5.32856,-0.171229,0.019689
2M11001481+4810483,5330,165.061712,48.180092,96.1,20.682301,0.026017,3766.616,76.817,4.6673,0.1038,1.75323,0.156861,0.012281
2M11001671+4949352,2351,165.069645,49.826469,113.05,13.3859,0.031317,3790.554,75.831,4.8814,0.1201,3.34464,-0.300169,0.015388
2M11001671+4949352,4503,165.069645,49.826469,165.36,13.2164,0.021185,3775.456,77.964,4.8305,0.1201,4.75828,-0.304899,0.016391
2M11001671+4949352,5330,165.069645,49.826469,50.845,13.3118,0.097472,3771.031,87.463,4.8127,0.1178,5.72743,-0.278579,0.019567
2M11001954+1101227,5178,165.081437,11.022985,89.429,8.07973,0.03406,3630.526,80.711,4.4535,0.1318,5.70716,-0.556839,0.023391
2M11001963+5056087,2351,165.081825,50.935776,161.66,-40.190201,0.019515,3905.725,71.559,4.8185,0.1214,3.65696,-0.350959,0.01291
2M11002033+5101418,2351,165.08474,51.028286,250.99,-0.722209,0.014397,3559.177,59.242,4.8666,0.1224,5.62406,-0.204809,0.012348
2M11002175+1056599,5178,165.090655,10.949989,72.106,-23.4361,0.032221,3425.361,76.24,4.7979,0.1188,6.7529,-0.150629,0.021
2M11002215+1132487,5178,165.09232,11.546874,95.183,-29.450701,0.041943,3949.157,89.095,5.0757,0.1429,4.5713,-0.943529,0.025167
2M11002232+4254095,2115,165.093,42.902649,54.459,-7.96385,0.047102,3890.931,90.016,4.7914,0.1216,4.97199,-0.425939,0.019921
2M11002374+1204517,5178,165.098948,12.081035,83.6,33.604301,0.037751,3512.965,80.925,4.6927,0.1364,8.18729,-0.625589,0.027838
2M11003126+1012266,5178,165.130283,10.207399,72.64,47.613701,0.034681,3943.52,85.31,4.6967,0.1022,2.49816,0.114671,0.01264
2M11003210+0958437,5178,165.133775,9.97881,69.744,33.183498,0.035634,3517.651,79.957,4.6116,0.1263,6.38264,-0.384319,0.023509
2M11004000+1019347,5178,165.166689,10.32631,76.446,61.1651,0.031046,3281.492,70.339,5.4429,0.1155,8.9002,0.010065,0.019825
2M11003438+1106131,5178,165.14326,11.103659,89.525,-12.3939,0.04066,3948.807,85.479,4.8456,0.1181,4.7446,-0.338829,0.016479
2M11003474+4159234,2111,165.14479,41.989841,171.35,-8.98007,0.015336,3940.716,71.008,4.6841,0.1027,1.68213,0.159221,0.0091411
2M11003566+1111350,5178,165.148603,11.193078,92.01,-45.5853,0.033048,3621.94,76.315,4.7198,0.1209,5.85855,-0.267089,0.018127
2M11003670+1152320,5178,165.152946,11.875581,87.541,46.8591,0.033471,3799.676,82.741,4.6325,0.1128,4.65104,-0.136929,0.015972
2M11003847+1040273,5178,165.160328,10.674264,76.745,65.858398,0.061549,3484.42,77.712,4.929,0.1232,15.58835,-0.287669,0.021984
2M11004134+1212411,5178,165.172278,12.211422,74.626,27.665899,0.038198,3823.751,86.295,4.7711,0.1108,4.48683,-0.103599,0.016389
2M11004370+4404592,2121,165.182091,44.083134,121.47,-37.376999,0.022831,3950.143,74.417,4.6263,0.1029,5.42313,0.132851,0.0099395
2M11004510+1001599,5178,165.187917,10.033319,83.99,3.43202,0.037704,3798.123,82.507,4.7734,0.1174,4.23584,-0.259679,0.017122
2M11004522+1132505,5178,165.188429,11.547378,90.333,60.199902,0.034543,3871.103,82.429,4.7032,0.1219,5.39946,-0.399569,0.017302
2M11005219+1052220,5178,165.217479,10.8728,70.174,-2.43621,0.032734,3470.039,82.394,4.2184,0.1373,6.41431,-0.638999,0.030342
2M11005378+1155273,5178,165.224102,11.924264,94.725,-2.6511,0.02731,3989.141,84.266,4.665,0.102,2.58178,0.107161,0.011944
2M11005632+0956167,5178,165.234696,9.93798,99.128,-15.693,0.026624,3485.509,74.507,4.5328,0.1292,6.88082,-0.423089,0.022222
2M11005838+4803347,4503,165.243271,48.059662,194.17,-33.100601,0.008519,3480.297,56.8,5.04,0.117,5.96747,-0.025152,0.011301
2M11005838+4803347,2483,165.243271,48.059662,212.21,-32.882702,0.013541,3471.115,56.579,5.0364,0.1167,6.37089,-0.013879,0.01127
2M11005838+4803347,2350,165.243271,48.059662,204.69,-33.052101,0.013187,3474.065,57.307,5.0254,0.1171,5.79949,-0.029074,0.011574
2M11010156+2046255,2165,165.256539,20.773773,95.118,-23.7906,0.035884,3437.601,71.166,5.0067,0.1248,7.10624,-0.284889,0.020046
2M11010274+4838042,5330,165.261457,48.634506,108.36,35.370399,0.026158,3795.479,80.636,4.8403,0.125,3.09842,-0.445779,0.018457
2M11010464+2135228,2165,165.269358,21.589685,90.205,-7.0396,0.038513,3607.952,78.751,4.8433,0.112,13.20079,-0.035784,0.016881
2M11010624+1153336,5178,165.276025,11.892685,85.919,11.3291,0.034683,3566.006,79.462,4.6445,0.1298,6.59143,-0.483839,0.023408
2M11010649+4247147,2111,165.277061,42.787441,265.83,-33.565102,0.011113,3614.806,60.614,4.7258,0.1239,4.68285,-0.266309,0.012521
2M11010841+1116100,5178,165.285063,11.26947,122.82,-11.6466,0.024741,3551.542,67.746,4.8386,0.1202,6.22931,-0.189939,0.015372
2M11011375+4832467,5330,165.307305,48.546318,60.604,-55.603001,0.056311,3886.026,93.162,4.6172,0.1261,7.22121,-0.547469,0.022745
2M11011471+4750444,4503,165.31131,47.845669,108.88,-15.4541,0.019028,3623.529,63.077,5.0021,0.1179,5.4139,-0.128829,0.012202
2M11011471+4750444,2350,165.31131,47.845669,103.67,-14.995,0.018266,3611.18,79.43,4.9416,0.1158,5.99473,-0.144059,0.018196
2M11011981+4136452,2111,165.332547,41.61256,444.25,-6.71844,0.006479,3983.945,64.574,4.6841,0.1026,2.92927,0.177251,0.0074475
2M11012034+0954374,5178,165.334764,9.910396,89.076,-24.7486,0.035392,3759.935,81.168,4.8156,0.121,4.57899,-0.334809,0.0181
2M11012666+5011142,2327,165.361091,50.187283,133.84,12.9061,0.025408,3844.957,73.488,4.7342,0.1176,4.60522,-0.241749,0.013392
2M11012666+5011142,2351,165.361091,50.187283,167.36,12.8455,0.016703,3840.752,67.62,4.7665,0.117,4.3441,-0.197189,0.011429
2M11012724+4815061,4503,165.363538,48.251701,66.078,26.573299,0.026891,3916.455,81.531,4.7844,0.1081,5.29395,-0.038205,0.013163
2M11013193+4204474,2111,165.383067,42.079838,39.245,-2.2775,0.049977,3522.223,86.725,4.781,0.128,8.09674,-0.453829,0.027849
2M11013560+4349123,2115,165.398357,43.820099,155.32,6.20292,0.025194,3739.266,68.665,4.8048,0.1126,3.52549,-0.052478,0.011888
2M11013560+4349123,2121,165.398357,43.820099,218.55,6.07347,0.018711,3736.771,61.524,4.7974,0.1143,4.68749,-0.061955,0.010013
2M11013625+4927599,4503,165.40107,49.46666,145.47,21.0187,0.023007,3478.342,67.259,4.9018,0.1271,8.18126,-0.337319,0.018
2M11013625+4927599,5330,165.40107,49.46666,137.82,18.531601,0.039014,3480.969,66.207,4.7777,0.13,14.568,-0.401109,0.018169
2M11013657+1040027,5178,165.402391,10.667444,79.395,19.679199,0.033753,3382.286,75.653,4.7482,0.1267,7.44989,-0.333659,0.024332
2M11014151+4627302,2345,165.422966,46.458389,151.28,22.295099,0.019185,3606.113,66.195,4.7301,0.1289,6.32776,-0.416169,0.015961
2M11014151+4627302,2122,165.422966,46.458389,187.49,22.5541,0.015883,3619.69,70.183,4.8113,0.1271,5.76448,-0.394579,0.017091
2M11014433+1032314,5178,165.434722,10.542068,98.708,24.6017,0.027191,3633.157,74.872,4.7161,0.1127,4.73522,-0.047602,0.015237
2M11014478+1227162,4444,165.436586,12.4545,152.33,26.4384,0.029295,3523.989,73.615,4.7299,0.1201,11.87135,-0.205069,0.01832
2M11014675+1137455,5178,165.444802,11.629331,118.84,6.87202,0.025773,3406.434,66.336,5.0642,0.1246,7.5631,-0.245909,0.018096
2M11015291+1104092,5178,165.47046,11.069234,78.93,8.8441,0.031022,3499.685,78.259,4.6392,0.1207,5.99667,-0.230719,0.021128
2M11015696+1125398,5178,165.48736,11.427736,81.264,27.5439,0.041066,3635.164,76.777,4.8045,0.1187,5.40443,-0.218519,0.017538
2M11020487+5033099,2327,165.52031,50.552765,60.611,-15.5787,0.056145,3692.979,85.395,4.7735,0.1131,8.14667,-0.120619,0.018542
2M11020487+5033099,2351,165.52031,50.552765,92.431,-15.2279,0.047284,3700.57,75.826,4.8233,0.1131,7.13362,-0.08533,0.014831
2M11020608+4410541,2115,165.525363,44.181717,102.68,-0.365068,0.035761,3895.471,86.149,4.9023,0.1289,2.81994,-0.595299,0.020398
2M11020608+4410541,2121,165.525363,44.181717,136.38,-0.40281,0.028989,3905.991,78.289,4.9313,0.1299,3.14543,-0.591099,0.017226
2M11020636+4932132,5330,165.526523,49.537006,133.83,-2.88002,0.027743,3638.843,70.728,4.9077,0.1267,6.42569,-0.393479,0.016948
2M11020775+1204478,5178,165.532322,12.079967,88.251,11.5107,0.034436,3943.508,88.778,4.6388,0.1198,4.69008,-0.392669,0.018185
2M11020783+1025345,5178,165.532652,10.426259,92.725,63.474998,0.032336,3490.141,73.81,4.7058,0.1238,6.42081,-0.288159,0.020082
2M11021268+4500599,2345,165.552856,45.016666,125.31,7.6653,0.028321,3578.502,68.994,4.7058,0.1226,6.15474,-0.263859,0.016072
2M11021268+4500599,2115,165.552856,45.016666,114.89,10.8374,0.037243,3580.3,70.8,4.7757,0.1226,7.14496,-0.273179,0.016827
2M11021557+4941485,2327,165.564894,49.696808,52.181,6.96841,0.038461,3420.153,81.577,5.0028,0.1252,7.34091,-0.332889,0.026324
2M11021557+4941485,2351,165.564894,49.696808,82.281,6.60495,0.030073,3454.929,74.063,4.9543,0.1276,6.94432,-0.372099,0.022101
2M11021557+4941485,4503,165.564894,49.696808,172.19,6.66884,0.018622,3416.612,60.409,5.0277,0.1281,7.65914,-0.306199,0.015907
2M11022162+4522438,2115,165.590094,45.378849,111.57,22.390699,0.056763,3705.097,71.968,4.7411,0.1079,15.6063,0.075442,0.012321
2M11022010+4853400,4503,165.583752,48.894466,144.01,6.21454,0.022232,3287.186,60.441,5.3686,0.1293,11.45249,-0.293899,0.01844
2M11022118+1116336,5178,165.588263,11.276,107.44,-3.11945,0.034947,3918.77,80.212,4.8115,0.1229,5.88058,-0.431539,0.016122
2M11022162+4522438,2345,165.590094,45.378849,130.11,17.2707,0.026613,3683.622,68.405,4.7026,0.1095,3.38696,0.053798,0.01174
2M11022162+4522438,2122,165.590094,45.378849,144.52,16.6024,0.028421,3691.182,73.354,4.7575,0.1066,10.6194,0.113221,0.012608
2M11022206+4818472,4503,165.591945,48.313126,79.596,-16.2248,0.018507,3658.236,69.846,4.8605,0.1062,3.74464,0.151721,0.011767
2M11022207+2314021,2165,165.591971,23.233934,59.048,-7.07306,0.129265,3867.482,92.431,4.801,0.117,5.72941,-0.307839,0.019839
2M11022477+1040333,5178,165.603229,10.675932,83.121,4.57485,0.032962,3285.308,78.889,3.9998,0.0531,7.24636,-1.131849,0.047341
2M11023312+1050516,5178,165.638021,10.847689,84.16,22.909599,0.043697,3520.788,77.075,4.6197,0.1183,11.39462,-0.172309,0.019438
2M11023391+0937541,5178,165.641304,9.631712,69.381,23.035999,0.069816,3800.959,93.716,5.0096,0.1619,5.90881,-1.299149,0.038907
2M11023652+4904152,5330,165.652207,49.070915,99.457,-31.761801,0.035351,3652.851,73.479,4.9072,0.1145,4.80839,-0.096593,0.014901
2M11023670+4829060,5330,165.652941,48.485027,48.428,-12.0826,0.093169,3843.223,92.952,4.6874,0.1172,5.77059,-0.306449,0.020476
2M11023708+4804553,4503,165.654504,48.082031,88.609,-0.565925,0.022667,3954.419,77.708,5.1011,0.1184,1.73572,-0.315739,0.013836
2M11023708+4804553,5330,165.654504,48.082031,48.586,1.09313,0.079744,3916.275,96.528,4.847,0.123,1.77677,-0.492489,0.022682
2M11023849+1215594,5178,165.660381,12.266504,72.086,13.2714,0.044609,3984.076,89.443,4.7029,0.1147,2.95189,-0.272609,0.016534
2M11023910+5137489,2353,165.662941,51.630276,137.38,-24.8183,0.023961,3669.49,72.203,4.909,0.1366,6.37984,-0.644889,0.019709
2M11024142+1117375,5178,165.672618,11.293751,97.756,11.114,0.063307,3321.043,67.768,5.1214,0.1275,21.18849,-0.297569,0.021391
2M11024377+0959121,5178,165.682404,9.986697,79.582,-5.82466,0.040676,3448.641,73.744,5.1414,0.1203,7.51398,-0.185249,0.019766
2M11025039+4740301,4503,165.709964,47.675053,216.68,-11.4753,0.025217,3729.968,62.898,5.8212,0.123,13.99265,-0.293489,0.011991
2M11025039+4740301,2350,165.709964,47.675053,119.35,-27.0226,0.101787,3481.202,67.797,4.841,0.1199,27.12065,-0.158589,0.016336
2M11025474+2225165,2165,165.728088,22.421267,80.04,1.9887,0.068846,3862.08,79.965,4.8289,0.1035,66.98846,0.122621,0.012203
2M11025925+1145527,5178,165.746878,11.764645,90.441,51.944801,0.033625,3500.569,76.094,4.6446,0.1373,7.61816,-0.623329,0.025489
2M11030277+1213577,5178,165.761568,12.232713,70.671,43.310699,0.036871,3977.992,86.183,4.6774,0.106,4.24893,-0.015675,0.013452
2M11031026+2128108,2165,165.792771,21.469673,59.819,26.3279,0.043279,3991.582,94.812,4.7484,0.1099,2.9902,-0.162799,0.01694
2M11031094+1127565,5178,165.7956,11.465721,130.29,-2.02753,0.024261,3546.833,69.969,4.7233,0.1416,7.22653,-0.706689,0.022172
2M11031202+1018532,5178,165.800112,10.314792,98.879,-6.7242,0.027613,3489.577,71.524,4.8123,0.1256,6.68421,-0.321749,0.019473
2M11031360+4046466,2111,165.80669,40.779617,196.01,-1.70488,0.018583,3971.78,69.292,4.9721,0.1283,2.32247,-0.534689,0.012841
2M11031423+4850063,5330,165.809332,48.835091,98.635,-27.9571,0.03515,3718.444,81.663,4.7787,0.1144,4.03134,-0.150219,0.017088
2M11032581+5213107,2353,165.85757,52.219643,293.53,-16.1984,0.009741,3698.155,61.163,4.8377,0.1168,5.26841,-0.115399,0.010646
2M11033969+2115064,2165,165.915411,21.251789,85.003,53.898102,0.111126,3510.672,80.357,4.6653,0.1271,6.16581,-0.403509,0.024163
2M11034240+1115430,5178,165.926705,11.261963,100.53,45.145199,0.035496,3450.944,70.766,5.0267,0.1271,6.78813,-0.344369,0.020268
2M11034263+1215485,5178,165.927628,12.263474,78.177,-14.0946,0.048204,3922.586,87.86,4.7794,0.1269,3.44564,-0.560559,0.020121
2M11034380+4930367,5330,165.932501,49.510216,88.034,26.1031,0.04798,3638.409,77.59,4.8278,0.1237,5.84306,-0.350589,0.019235
2M11034383+4011443,5711,165.932642,40.195656,199.24,-24.928699,0.016202,3649.756,60.689,4.9349,0.1199,3.3408,-0.178569,0.011476
2M11053880+4819227,4503,166.41167,48.322998,95.775,27.903999,0.019695,3706.042,75.391,5.1087,0.1264,6.24827,-0.428559,0.017909
2M11034699+4932532,2351,165.945793,49.548138,66.327,-22.5082,0.054727,3481.449,77.149,4.9898,0.1227,6.02948,-0.271989,0.021594
2M11034699+4932532,4503,165.945793,49.548138,139.76,-23.3064,0.029892,3479.042,64.564,4.9813,0.1234,6.5274,-0.232049,0.015795
2M11034981+4800194,4503,165.957565,48.005398,61.462,-16.625,0.027197,3665.577,76.341,4.9912,0.1129,3.25724,-0.069131,0.0154
2M11035576+4707548,4503,165.982338,47.131908,138.88,-15.3891,0.028014,3957.583,71.941,4.6863,0.1062,8.92031,0.045372,0.0098338
2M11035698+4321306,2115,165.987428,43.358513,51.723,30.879299,0.04317,3780.848,92.209,4.7908,0.1244,3.06112,-0.468459,0.02364
2M11035698+4321306,2121,165.987428,43.358513,54.596,30.895901,0.038433,3772.59,91.939,4.6132,0.128,2.81495,-0.553659,0.024949
2M11035698+4321306,2111,165.987428,43.358513,98.124,30.5912,0.029553,3765.265,78.483,4.8214,0.1238,3.96698,-0.396329,0.017671
2M11035714+4844036,4503,165.988109,48.734337,144.56,7.67324,0.020961,3572.809,65.698,4.8052,0.1251,5.98136,-0.310819,0.01535
2M11035854+4145302,2111,165.99392,41.758396,205.18,-9.90659,0.013831,3427.899,59.089,4.8709,0.1299,6.58173,-0.345659,0.015504
2M11041060+1107548,5178,166.044181,11.131897,72.393,26.9471,0.033526,3381.779,75.986,4.6232,0.1314,7.93396,-0.448109,0.026265
2M11040482+0954449,5178,166.02011,9.91248,102.26,17.519899,0.030853,3922.688,77.593,4.6849,0.1026,2.17691,0.138811,0.010875
2M11040656+4853430,5330,166.02737,48.895283,106.61,15.852,0.038289,3455.586,74.706,4.8245,0.148,8.34949,-0.834269,0.029537
2M11053880+4819227,2483,166.41167,48.322998,128.03,28.6385,0.028044,3665.751,72.806,4.9215,0.1301,5.95607,-0.494259,0.01834
2M11041153+4152467,2168,166.048053,41.879646,92.014,3.43189,0.045079,3935.775,83.585,4.9536,0.1137,7.3055,-0.209439,0.014897
2M11041393+0951434,5178,166.05808,9.862067,89.564,-2.38891,0.028341,3920.089,79.351,4.6534,0.1012,2.8545,0.176221,0.011061
2M11041486+1012059,5178,166.061949,10.201664,83.871,6.90536,0.048421,3795.0,85.978,4.8777,0.1401,4.88495,-0.820549,0.025603
2M11041791+4058043,2111,166.074645,40.967869,290.19,-15.1514,0.009647,3586.987,59.242,4.9446,0.119,5.46475,-0.125499,0.011427
2M11042236+5056166,2327,166.093181,50.93795,111.85,-2.48081,0.035616,3610.502,81.648,4.7216,0.1309,6.45327,-0.532869,0.024009
2M11042236+5056166,2351,166.093181,50.93795,105.96,-1.84821,0.037452,3611.814,75.355,4.768,0.1317,5.66983,-0.526149,0.02094
2M11042620+4934039,2327,166.109167,49.567764,60.395,-48.6096,0.048352,3838.863,90.137,4.7958,0.1138,3.26092,-0.204469,0.01841
2M11042620+4934039,2351,166.109167,49.567764,99.336,-47.970901,0.027014,3831.947,81.426,4.7901,0.1155,3.40385,-0.215799,0.015797
2M11042620+4934039,4503,166.109167,49.567764,199.07,-47.9505,0.014932,3837.702,64.19,4.8264,0.1171,5.04324,-0.181999,0.010432
2M11043092+1107317,5178,166.128866,11.125499,87.515,-21.0837,0.037163,3540.61,77.216,4.6736,0.1306,7.59679,-0.486279,0.023002
2M11043196+1038075,5178,166.133192,10.635434,96.838,31.8295,0.034718,3968.537,85.612,4.6316,0.1097,6.6301,-0.114959,0.014226
2M11043599+1029468,5178,166.149964,10.496336,86.482,2.4073,0.03381,3510.061,76.021,4.7486,0.1256,6.04895,-0.349439,0.021378
2M11043699+1222554,5178,166.154149,12.382078,81.779,2.90712,0.043309,3490.234,73.925,4.8337,0.1208,3.95585,-0.213149,0.019249
2M11043775+4514184,2345,166.157301,45.238445,101.42,-11.8179,0.031746,3811.052,76.071,4.7985,0.1093,5.20883,-0.014735,0.012806
2M11044510+0940228,5178,166.187941,9.67302,64.013,2.09428,0.050904,3874.989,86.554,4.7664,0.1166,3.12241,-0.277579,0.017377
2M11044885+1125170,5178,166.203575,11.421411,124.15,103.248001,0.130943,3995.208,85.0,4.9436,0.1478,15.46322,-1.047649,0.02375
2M11045381+1101233,5178,166.224217,11.023143,94.7,-20.8032,0.028668,3463.487,72.233,4.8868,0.1212,6.51899,-0.207359,0.019037
2M11045698+1026411,4444,166.237439,10.444759,252.12,8.84756,0.007,3799.355,63.149,4.8643,0.1159,5.87395,-0.134109,0.010248
2M11050444+1121263,5178,166.268513,11.357329,135.68,6.40983,0.024114,3460.687,65.637,4.7059,0.1295,6.93841,-0.380469,0.018107
2M11050571+2042423,2165,166.273819,20.711777,114.73,10.5359,0.034928,3983.427,77.416,4.6728,0.1066,3.58633,-0.000124,0.011128
2M11051323+2102540,2165,166.305163,21.048338,179.82,63.947701,0.013921,3842.96,64.515,4.7017,0.1158,3.16752,-0.150609,0.010274
2M11052119+2313136,2165,166.33831,23.22047,82.304,10.7279,0.04562,3959.77,83.958,4.7199,0.1064,3.48169,-0.012816,0.013079
2M11052425+5005414,2327,166.35106,50.09486,238.56,-17.717699,0.01297,3426.714,56.551,5.0052,0.122,6.25994,-0.135489,0.01274
2M11052425+5005414,2351,166.35106,50.09486,175.98,-17.9182,0.013854,3436.201,61.604,4.9947,0.1189,6.15177,-0.088406,0.014095
2M11052831+3951510,5711,166.367959,39.864182,204.23,-16.456699,0.01648,3952.697,65.532,4.7848,0.1107,3.67807,-0.053215,0.008984
2M11053178+1003007,5178,166.382455,10.050207,89.674,52.9608,0.03466,3576.007,77.136,4.6125,0.1324,6.10408,-0.537679,0.022773
2M11053214+4220510,2121,166.383929,42.347507,77.791,-19.8494,0.044863,3561.188,79.539,4.8054,0.1363,6.87876,-0.633119,0.025764
2M11053214+4220510,2111,166.383929,42.347507,129.52,-19.602501,0.028585,3544.925,69.171,4.8152,0.1373,6.59493,-0.605929,0.020533
2M11053367+4500316,2345,166.390323,45.008797,695.2,-14.0801,0.003884,3990.694,66.323,4.718,0.1104,2.9136,-0.060166,0.0088912
2M11053367+4500316,2122,166.390323,45.008797,1164.2,-13.3795,0.002853,3996.334,66.457,4.7123,0.1104,5.65431,-0.063437,0.008893
2M11053367+4500316,2115,166.390323,45.008797,645.59,-13.5771,0.006113,3984.272,66.193,4.7098,0.1105,5.32353,-0.059654,0.0089108
2M11053367+4500316,2121,166.390323,45.008797,814.75,-13.3238,0.004654,3998.623,66.451,4.7462,0.1101,4.6236,-0.056171,0.0088361
2M11053727+1128374,5178,166.405321,11.47707,81.763,10.5701,0.057182,3658.816,81.797,4.7784,0.1404,7.29122,-0.767129,0.026291
